PLAYER_ID,TEAM_ABBREVIATION,SEASON,TEAM_NAME
1629057,BOS,20-21,Celtics
1630218,SAC,20-21,Kings
201577,WAS,20-21,Wizards
1629066,MIL,20-21,Bucks
203918,TOR,20-21,Raptors
203585,DET,20-21,Pistons
1629641,BOS,20-21,Celtics
1626178,POR,20-21,Blazers
1626220,UTA,20-21,Jazz
200752,SAS,20-21,Spurs
203497,UTA,20-21,Jazz
1629060,WAS,20-21,Wizards
201566,WAS,20-21,Wizards
1627853,CHI,20-21,Bulls
1630240,DET,20-21,Pistons
1630180,DET,20-21,Pistons
1630241,MIL,20-21,Bucks
1630253,MEM,20-21,Grizzlies
1629635,DET,20-21,Pistons
1628400,BOS,20-21,Celtics
201586,LAC,20-21,Clippers
203552,PHI,20-21,76ers
1628983,OKC,20-21,Thunder
1629003,PHI,20-21,76ers
1627885,DEN,20-21,Nuggets
1628414,ORL,20-21,Magic
1630219,ATL,20-21,Hawks
203524,ATL,20-21,Hawks
203915,BKN,20-21,Nets
1626169,TOR,20-21,Raptors
201939,GSW,20-21,Warriors
1628425,HOU,20-21,Rockets
203500,NOP,20-21,Pelicans
1629004,OKC,20-21,Thunder
1628388,POR,20-21,Blazers
204456,IND,20-21,Pacers
203933,IND,20-21,Pacers
1629605,BOS,20-21,Celtics
201959,NYK,20-21,Knicks
1629659,LAL,20-21,Lakers
1627752,CLE,20-21,Cavaliers
1629611,LAC,20-21,Clippers
1629056,SAC,20-21,Kings
1628390,PHI,20-21,76ers
203082,ORL,20-21,Magic
1626179,CHA,20-21,Hornets
201152,CHI,20-21,Bulls
203648,MIL,20-21,Bucks
1630177,OKC,20-21,Thunder
1629033,NYK,20-21,Knicks
1628418,WAS,20-21,Wizards
1627748,CLE,20-21,Cavaliers
204025,MEM,20-21,Grizzlies
203501,DAL,20-21,Mavericks
1627789,BKN,20-21,Nets
202699,PHI,20-21,76ers
203107,CHI,20-21,Bulls
1628396,OKC,20-21,Thunder
203503,ATL,20-21,Hawks
1628470,PHX,20-21,Suns
1629027,ATL,20-21,Hawks
1630200,SAS,20-21,Spurs
1629682,BOS,20-21,Celtics
1630235,UTA,20-21,Jazz
2772,MIA,20-21,Heat
203504,DAL,20-21,Mavericks
1626168,SAS,20-21,Spurs
202684,BOS,20-21,Celtics
1628972,CHI,20-21,Bulls
1629660,OKC,20-21,Thunder
1630234,PHX,20-21,Suns
1630189,DAL,20-21,Mavericks
1629076,DET,20-21,Pistons
1629639,MIA,20-21,Heat
204020,BKN,20-21,Nets
1630179,DAL,20-21,Mavericks
1630169,SAC,20-21,Kings
1630178,PHI,20-21,76ers
1626145,MEM,20-21,Grizzlies
1628962,UTA,20-21,Jazz
2617,MIA,20-21,Heat
1630176,CHA,20-21,Hornets
203506,MIA,20-21,Heat
1629738,PHI,20-21,76ers
1628427,DEN,20-21,Nuggets
201961,DET,20-21,Pistons
1628976,ORL,20-21,Magic
1629117,NOP,20-21,Pelicans
1628411,NOP,20-21,Pelicans
202083,LAL,20-21,Lakers
203115,DEN,20-21,Nuggets
1630266,NOP,20-21,Pelicans
1626161,DAL,20-21,Mavericks
1626195,NOP,20-21,Pelicans
1630214,MEM,20-21,Grizzlies
1627812,LAC,20-21,Clippers
1629139,TOR,20-21,Raptors
203897,CHI,20-21,Bulls
1630192,DEN,20-21,Nuggets
1629627,NOP,20-21,Pelicans
203932,DEN,21-22,Nuggets
1630565,PHI,21-22,76ers
1628988,PHX,21-22,Suns
1630174,BOS,21-22,Celtics
1630598,OKC,21-22,Thunder
1627846,PHX,21-22,Suns
1630278,SAC,21-22,Kings
1629678,ORL,21-22,Magic
1629958,IND,21-22,Pacers
201143,BOS,21-22,Celtics
202692,NYK,21-22,Knicks
1630758,ORL,21-22,Magic
1630197,OKC,21-22,Thunder
1627936,CHI,21-22,Bulls
203458,SAC,21-22,Kings
1628035,CHI,21-22,Bulls
1628993,NOP,21-22,Pelicans
1630578,HOU,21-22,Rockets
1629599,LAC,21-22,Clippers
203083,BKN,21-22,Nets
2738,GSW,21-22,Warriors
203952,GSW,21-22,Warriors
1629014,POR,21-22,Blazers
203076,LAL,21-22,Lakers
1630162,MIN,21-22,Timberwolves
1630264,WAS,21-22,Wizards
1630237,HOU,21-22,Rockets
1629717,TOR,21-22,Raptors
1629083,CHA,21-22,Hornets
1630559,LAL,21-22,Lakers
203085,DEN,21-22,Nuggets
202340,LAL,21-22,Lakers
1630245,CHI,21-22,Bulls
1629168,ORL,21-22,Magic
1628389,MIA,21-22,Heat
203463,POR,21-22,Blazers
202687,PHX,21-22,Suns
201933,BKN,21-22,Nets
1626246,DAL,21-22,Mavericks
1626171,MIL,21-22,Bucks
203992,ATL,21-22,Hawks
202711,UTA,21-22,Jazz
1629626,ORL,21-22,Magic
1630538,DEN,21-22,Nuggets
202954,WAS,21-22,Wizards
203078,WAS,21-22,Wizards
1630527,LAC,21-22,Clippers
1629634,MEM,21-22,Grizzlies
1629164,CLE,21-22,Cavaliers
1627742,NOP,21-22,Pelicans
202688,DAL,21-22,Mavericks
1630314,POR,21-22,Blazers
1630296,DET,21-22,Pistons
1630271,BOS,21-22,Celtics
201572,MIL,21-22,Bucks
1628971,BKN,21-22,Nets
1628981,HOU,21-22,Rockets
1627854,DEN,21-22,Nuggets
1627741,IND,21-22,Pacers
1629604,POR,21-22,Blazers
203468,NOP,21-22,Pelicans
101139,BOS,21-22,Celtics
1630595,DET,21-22,Pistons
1628997,MIA,21-22,Heat
1629629,NYK,21-22,Knicks
1630560,BKN,21-22,Nets
1629661,PHX,21-22,Suns
1630787,POR,21-22,Blazers
1628419,ATL,21-22,Hawks
1626166,PHX,21-22,Suns
1627747,CLE,21-22,Cavaliers
1630637,DEN,21-22,Nuggets
2546,LAL,21-22,Lakers
1629035,DET,21-22,Pistons
1630199,DET,21-22,Pistons
1630216,WAS,21-22,Wizards
1627760,ATL,21-22,Hawks
1626224,CLE,21-22,Cavaliers
1628990,PHX,21-22,Suns
1629646,PHI,21-22,76ers
1629718,PHI,21-22,76ers
1630602,ATL,21-22,Hawks
1627767,DET,21-22,Pistons
1629002,SAC,21-22,Kings
1628449,TOR,21-22,Raptors
1629185,GSW,21-22,Warriors
1630537,IND,21-22,Pacers
101108,PHX,21-22,Suns
1629735,MIA,21-22,Heat
1626174,HOU,21-22,Rockets
1629643,ORL,21-22,Magic
203991,ATL,21-22,Hawks
1629632,CHI,21-22,Bulls
1628998,CHA,21-22,Hornets
203469,POR,21-22,Blazers
1630175,ORL,21-22,Magic
1629012,CLE,21-22,Cavaliers
1630557,WAS,21-22,Wizards
202709,DET,21-22,Pistons
1628591,WAS,21-22,Wizards
1626156,MIN,21-22,Timberwolves
201571,LAL,21-22,Lakers
1628391,TOR,21-22,Raptors
1629610,MEM,21-22,Grizzlies
1630227,HOU,21-22,Rockets
1629751,MEM,21-22,Grizzlies
1630625,TOR,21-22,Raptors
1627745,SAC,21-22,Kings
203081,POR,21-22,Blazers
1627814,GSW,21-22,Warriors
1628422,NYK,21-22,Knicks
1629655,WAS,21-22,Wizards
1630187,TOR,21-22,Raptors
1628464,BOS,21-22,Celtics
201568,ATL,21-22,Hawks
201980,PHI,21-22,76ers
1627863,UTA,21-22,Jazz
1629647,OKC,21-22,Thunder
1629636,CLE,21-22,Cavaliers
201954,LAL,21-22,Lakers
1630561,BKN,21-22,Nets
1630525,TOR,21-22,Raptors
1628021,HOU,21-22,Rockets
1630558,SAC,21-22,Kings
202722,DAL,21-22,Mavericks
1628432,DEN,21-22,Nuggets
1630549,BKN,21-22,Nets
1628368,SAC,21-22,Kings
1629631,ATL,21-22,Hawks
1629001,MEM,21-22,Grizzlies
201599,PHI,21-22,76ers
1627761,MIL,21-22,Bucks
1630610,IND,21-22,Pacers
201942,CHI,21-22,Bulls
202326,DEN,21-22,Nuggets
1629731,CLE,21-22,Cavaliers
1629028,PHX,21-22,Suns
1629686,DET,21-22,Pistons
1627749,SAS,21-22,Spurs
1626153,ATL,21-22,Hawks
1630166,WAS,21-22,Wizards
203471,HOU,21-22,Rockets
1628372,POR,21-22,Blazers
1627756,UTA,21-22,Jazz
202324,OKC,21-22,Thunder
1627884,CHI,21-22,Bulls
201565,NYK,21-22,Knicks
1628476,DET,21-22,Pistons
1628401,BOS,21-22,Celtics
1630217,MEM,21-22,Grizzlies
1626164,PHX,21-22,Suns
1629962,ORL,21-22,Magic
1630170,SAS,21-22,Spurs
1629653,CHI,21-22,Bulls
1629719,SAS,21-22,Spurs
1628984,NOP,21-22,Pelicans
203473,MIA,21-22,Heat
1629712,POR,21-22,Blazers
1628415,MEM,21-22,Grizzlies
1627734,SAC,21-22,Kings
1628378,UTA,21-22,Jazz
1628978,SAC,21-22,Kings
1627827,DAL,21-22,Mavericks
203926,SAS,21-22,Spurs
203110,GSW,21-22,Warriors
1629234,POR,21-22,Blazers
1630613,IND,21-22,Pacers
1629130,MIA,21-22,Heat
2730,LAL,21-22,Lakers
203939,DAL,21-22,Mavericks
1629685,CLE,21-22,Cavaliers
202334,CLE,21-22,Cavaliers
203901,PHX,21-22,Suns
1630190,POR,21-22,Blazers
1629150,PHX,21-22,Suns
1626144,SAC,21-22,Kings
202683,BOS,21-22,Celtics
202339,POR,21-22,Blazers
201569,HOU,21-22,Rockets
1629672,UTA,21-22,Jazz
1630647,DAL,21-22,Mavericks
203095,NYK,21-22,Knicks
1630596,CLE,21-22,Cavaliers
1630267,DEN,21-22,Nuggets
1630624,NYK,21-22,Knicks
1628402,DET,21-22,Pistons
1626163,PHX,21-22,Suns
1628373,DAL,21-22,Mavericks
1630532,ORL,21-22,Magic
1627832,TOR,21-22,Raptors
1630273,ORL,21-22,Magic
1627788,PHI,21-22,76ers
1629216,MIA,21-22,Heat
1628221,IND,21-22,Pacers
1630466,OKC,21-22,Thunder
1630994,PHX,21-22,Suns
202066,NOP,21-22,Pelicans
1629726,HOU,21-22,Rockets
1629109,NOP,21-22,Pelicans
203914,ORL,21-22,Magic
1627780,GSW,21-22,Warriors
1629018,TOR,21-22,Raptors
201588,MIL,21-22,Bucks
1628994,DAL,21-22,Mavericks
1627777,PHI,21-22,76ers
1630686,OKC,21-22,Thunder
203507,MIL,21-22,Bucks
1629048,IND,21-22,Pacers
201609,BKN,21-22,Nets
202330,CHA,21-22,Hornets
203476,ATL,21-22,Hawks
1629684,BOS,21-22,Celtics
1628960,MIL,21-22,Bucks
1630535,POR,21-22,Blazers
202328,MIN,21-22,Timberwolves
1628977,DET,21-22,Pistons
203084,SAC,21-22,Kings
202355,UTA,21-22,Jazz
1629755,ORL,21-22,Magic
1629312,MIA,21-22,Heat
1630529,NOP,21-22,Pelicans
1629649,ORL,21-22,Magic
1630193,NYK,21-22,Knicks
1629067,TOR,21-22,Raptors
1630171,CLE,21-22,Cavaliers
1628392,LAC,21-22,Clippers
1630543,IND,21-22,Pacers
1630198,PHI,21-22,76ers
1630587,DET,21-22,Pistons
1629676,OKC,21-22,Thunder
1630191,DET,21-22,Pistons
202738,CHA,21-22,Hornets
1630225,WAS,21-22,Wizards
202397,WAS,21-22,Wizards
1630688,PHX,21-22,Suns
1627826,LAC,21-22,Clippers
1630550,CHA,21-22,Hornets
1629630,MEM,21-22,Grizzlies
203210,DEN,21-22,Nuggets
1630605,DAL,21-22,Mavericks
201580,PHX,21-22,Suns
203953,BOS,21-22,Celtics
1630183,MIN,21-22,Timberwolves
1630531,PHI,21-22,76ers
203109,PHX,21-22,Suns
1630256,HOU,21-22,Rockets
1630186,SAC,21-22,Kings
1630693,WAS,21-22,Wizards
1627774,MIN,21-22,Timberwolves
1627751,SAS,21-22,Spurs
1628973,DAL,21-22,Mavericks
1630224,HOU,21-22,Rockets
1630552,ATL,21-22,Hawks
1629667,CHA,21-22,Hornets
1630188,IND,21-22,Pacers
1630591,ORL,21-22,Magic
1630547,CHA,21-22,Hornets
203516,DEN,21-22,Nuggets
201935,PHI,21-22,76ers
201949,BKN,21-22,Nets
1630691,DET,21-22,Pistons
1630215,UTA,21-22,Jazz
1629607,NOP,21-22,Pelicans
1628991,MEM,21-22,Grizzlies
1629020,MIN,21-22,Timberwolves
1628386,CLE,21-22,Cavaliers
1629633,MEM,21-22,Grizzlies
1629600,POR,21-22,Blazers
1629602,MIL,21-22,Bucks
1629750,CHI,21-22,Bulls
1630606,MIA,21-22,Heat
1629637,NOP,21-22,Pelicans
1630643,LAL,21-22,Lakers
1630206,LAC,21-22,Clippers
1627759,BOS,21-22,Celtics
1629658,OKC,21-22,Thunder
1628537,SAS,21-22,Spurs
1629669,MIN,21-22,Timberwolves
1629873,DET,21-22,Pistons
1628369,BOS,21-22,Celtics
1630288,ORL,21-22,Magic
201145,DEN,21-22,Nuggets
1629203,LAL,21-22,Lakers
203924,DET,21-22,Pistons
1630526,OKC,21-22,Thunder
203087,SAC,21-22,Kings
1630579,NYK,21-22,Knicks
1628975,MIL,21-22,Bucks
202710,MIA,21-22,Heat
1629111,SAS,21-22,Spurs
203925,BKN,21-22,Nets
204060,POR,21-22,Blazers
2207,BOS,21-22,Celtics
1630580,SAS,21-22,Spurs
1630555,WAS,21-22,Wizards
203954,PHI,21-22,76ers
1628381,ATL,21-22,Hawks
1629723,MEM,21-22,Grizzlies
1630257,MEM,21-22,Grizzlies
202685,NOP,21-22,Pelicans
1630228,GSW,21-22,Warriors
1628395,CHI,21-22,Bulls
203903,UTA,21-22,Jazz
1630692,WAS,21-22,Wizards
1629162,MIN,21-22,Timberwolves
1629670,MIL,21-22,Bucks
1629673,GSW,21-22,Warriors
1630648,WAS,21-22,Wizards
1630631,NOP,21-22,Pelicans
1630528,HOU,21-22,Rockets
1630581,OKC,21-22,Thunder
1630182,DAL,21-22,Mavericks
1628404,POR,21-22,Blazers
1628367,SAC,21-22,Kings
1629006,MIN,21-22,Timberwolves
1626196,SAS,21-22,Spurs
1630563,SAS,21-22,Spurs
201950,MIL,21-22,Bucks
1629308,GSW,21-22,Warriors
1627823,UTA,21-22,Jazz
203944,NYK,21-22,Knicks
1626147,IND,21-22,Pacers
1630551,TOR,21-22,Raptors
203200,SAC,21-22,Kings
1628382,PHX,21-22,Suns
1629620,DET,21-22,Pistons
1626159,POR,21-22,Blazers
203994,POR,21-22,Blazers
1629752,BOS,21-22,Celtics
1630231,HOU,21-22,Rockets
1629644,MIA,21-22,Heat
1630539,CHA,21-22,Hornets
1626157,MIN,21-22,Timberwolves
1626208,IND,21-22,Pacers
1628966,SAS,21-22,Spurs
1629103,BOS,21-22,Celtics
1629640,SAS,21-22,Spurs
1629833,POR,21-22,Blazers
203482,DET,21-22,Pistons
1626162,CHA,21-22,Hornets
202689,NYK,21-22,Knicks
1629026,OKC,21-22,Thunder
203145,LAL,21-22,Lakers
203484,WAS,21-22,Wizards
1630553,POR,21-22,Blazers
1630556,BKN,21-22,Nets
201142,BKN,21-22,Nets
1628989,ATL,21-22,Hawks
1628995,ATL,21-22,Hawks
201567,CLE,21-22,Cavaliers
1630698,CLE,21-22,Cavaliers
1629645,HOU,21-22,Rockets
1626172,GSW,21-22,Warriors
203920,TOR,21-22,Raptors
203114,MIL,21-22,Bucks
1630165,DET,21-22,Pistons
1629681,MEM,21-22,Grizzlies
1630184,NOP,21-22,Pelicans
202691,GSW,21-22,Warriors
1627739,POR,21-22,Blazers
204001,WAS,21-22,Wizards
203937,MEM,21-22,Grizzlies
1629657,MIA,21-22,Heat
1628398,WAS,21-22,Wizards
200768,MIA,21-22,Heat
202681,BKN,21-22,Nets
200746,BKN,21-22,Nets
1630163,CHA,21-22,Hornets
1630205,CLE,21-22,Cavaliers
202362,IND,21-22,Pacers
1629013,PHX,21-22,Suns
204038,MIL,21-22,Bucks
1626204,NOP,21-22,Pelicans
1628374,CLE,21-22,Cavaliers
2544,LAL,21-22,Lakers
1630195,MIN,21-22,Timberwolves
1629623,MIL,21-22,Bucks
1630322,OKC,21-22,Thunder
1629022,SAS,21-22,Spurs
1628366,CHI,21-22,Bulls
101150,ATL,21-22,Hawks
1629663,SAC,21-22,Kings
1629652,OKC,21-22,Thunder
1629029,DAL,21-22,Mavericks
1630568,DET,21-22,Pistons
1628379,LAC,21-22,Clippers
1628436,BOS,21-22,Celtics
1630640,PHX,21-22,Suns
1630644,LAL,21-22,Lakers
1630201,TOR,21-22,Raptors
1627763,IND,21-22,Pacers
1630792,CHI,21-22,Bulls
1627736,MIN,21-22,Timberwolves
1630238,BOS,21-22,Celtics
1628370,LAL,21-22,Lakers
1629005,CLE,21-22,Cavaliers
1629603,OKC,21-22,Thunder
1630585,MIA,21-22,Heat
202694,LAC,21-22,Clippers
203935,BOS,21-22,Celtics
1628365,ORL,21-22,Magic
202693,MIA,21-22,Heat
1630250,CHI,21-22,Bulls
1630210,DEN,21-22,Nuggets
1627737,DAL,21-22,Mavericks
1628963,DET,21-22,Pistons
1630222,LAL,21-22,Lakers
203486,CHA,21-22,Hornets
1629680,PHI,21-22,76ers
1629760,NYK,21-22,Knicks
1630346,BOS,21-22,Celtics
1629744,CHI,21-22,Bulls
203090,SAC,21-22,Kings
1629622,MIA,21-22,Heat
1628467,DAL,21-22,Mavericks
1630593,MIN,21-22,Timberwolves
1628982,OKC,21-22,Thunder
1630695,DET,21-22,Pistons
1629008,DEN,21-22,Nuggets
1628969,PHX,21-22,Suns
201144,UTA,21-22,Jazz
203488,OKC,21-22,Thunder
1628970,CHA,21-22,Hornets
1630540,NYK,21-22,Knicks
1629011,NYK,21-22,Knicks
1629671,UTA,21-22,Jazz
1628964,ORL,21-22,Magic
1628420,DEN,21-22,Nuggets
1626149,CHA,21-22,Hornets
1629021,ORL,21-22,Magic
1629650,CLE,21-22,Cavaliers
1630541,GSW,21-22,Warriors
1630589,DAL,21-22,Mavericks
1628539,MIA,21-22,Heat
1629619,PHI,21-22,76ers
1626167,IND,21-22,Pacers
1630230,NOP,21-22,Pelicans
1629642,POR,21-22,Blazers
1630207,IND,21-22,Pacers
1630233,MIN,21-22,Timberwolves
1629675,MIN,21-22,Timberwolves
1629674,SAC,21-22,Kings
202357,GSW,21-22,Warriors
203457,NYK,21-22,Knicks
1629651,BKN,21-22,Nets
1630208,CHA,21-22,Hornets
1629638,UTA,21-22,Jazz
201587,LAC,21-22,Clippers
203917,BOS,21-22,Celtics
203999,DEN,21-22,Nuggets
202696,CHI,21-22,Bulls
1626181,LAC,21-22,Clippers
203658,UTA,21-22,Jazz
1628384,TOR,21-22,Raptors
1630167,NYK,21-22,Knicks
1630846,OKC,21-22,Thunder
1630209,MIA,21-22,Heat
1630168,ATL,21-22,Hawks
1629052,IND,21-22,Pacers
203490,GSW,21-22,Warriors
200782,MIA,21-22,Heat
1629023,CHA,21-22,Hornets
1628408,DEN,21-22,Nuggets
1628238,PHX,21-22,Suns
1627783,TOR,21-22,Raptors
1626192,MIL,21-22,Bucks
201976,MIN,21-22,Timberwolves
1630172,CHI,21-22,Bulls
201988,BKN,21-22,Nets
202331,LAC,21-22,Clippers
200794,PHI,21-22,76ers
1630194,PHI,21-22,76ers
1628778,OKC,21-22,Thunder
1630202,BOS,21-22,Celtics
1627822,DEN,21-22,Nuggets
1630173,TOR,21-22,Raptors
1629656,NYK,21-22,Knicks
1629683,GSW,21-22,Warriors
1630181,ORL,21-22,Magic
1629628,NYK,21-22,Knicks
200765,CLE,21-22,Cavaliers
203526,WAS,21-22,Wizards
1629730,MIL,21-22,Bucks
203493,DAL,21-22,Mavericks
202704,LAC,21-22,Clippers
1629617,POR,21-22,Blazers
1626158,SAC,21-22,Kings
201937,IND,21-22,Pacers
1630306,OKC,21-22,Thunder
203496,LAC,21-22,Clippers
1629057,BOS,21-22,Celtics
1630218,SAS,21-22,Spurs
201577,ORL,21-22,Magic
203918,LAC,21-22,Clippers
203585,DET,21-22,Pistons
1629641,SAS,21-22,Spurs
1626220,UTA,21-22,Jazz
1630612,CLE,21-22,Cavaliers
200752,UTA,21-22,Jazz
203497,UTA,21-22,Jazz
1629060,WAS,21-22,Wizards
201566,LAL,21-22,Lakers
1627853,NYK,21-22,Knicks
1630240,DET,21-22,Pistons
1630180,DET,21-22,Pistons
1626155,TOR,21-22,Raptors
1630573,BOS,21-22,Celtics
1630241,MEM,21-22,Grizzlies
1630572,MIL,21-22,Bucks
1630583,MEM,21-22,Grizzlies
1630567,TOR,21-22,Raptors
1630575,CHA,21-22,Hornets
203816,OKC,21-22,Thunder
1629635,LAL,21-22,Lakers
1628400,LAC,21-22,Clippers
201586,MIL,21-22,Bucks
203552,BKN,21-22,Nets
1628983,OKC,21-22,Thunder
1629003,PHI,21-22,76ers
1629783,MEM,21-22,Grizzlies
1627885,BKN,21-22,Nets
1630536,ATL,21-22,Hawks
1630219,ATL,21-22,Hawks
203524,ATL,21-22,Hawks
203915,DAL,21-22,Mavericks
1626169,LAL,21-22,Lakers
201939,GSW,21-22,Warriors
1628425,DAL,21-22,Mavericks
203500,MEM,21-22,Grizzlies
1629004,TOR,21-22,Raptors
204456,IND,21-22,Pacers
1629605,CLE,21-22,Cavaliers
201959,NYK,21-22,Knicks
1629659,LAL,21-22,Lakers
1627752,MIN,21-22,Timberwolves
1629611,LAC,21-22,Clippers
1629056,SAC,21-22,Kings
203082,ORL,21-22,Magic
1626179,CHA,21-22,Hornets
1630678,IND,21-22,Pacers
201152,TOR,21-22,Raptors
203648,MIL,21-22,Bucks
1630177,OKC,21-22,Thunder
1629033,DAL,21-22,Mavericks
1628418,WAS,21-22,Wizards
204025,CLE,21-22,Cavaliers
203501,DAL,21-22,Mavericks
1627789,ATL,21-22,Hawks
202699,PHI,21-22,76ers
203107,WAS,21-22,Wizards
1628396,CHI,21-22,Bulls
203503,NOP,21-22,Pelicans
1628470,PHX,21-22,Suns
1629027,ATL,21-22,Hawks
1629309,DET,21-22,Pistons
1630200,SAS,21-22,Spurs
1630544,OKC,21-22,Thunder
1629682,WAS,21-22,Wizards
1630570,POR,21-22,Blazers
1630235,UTA,21-22,Jazz
1630243,HOU,21-22,Rockets
1630286,CLE,21-22,Cavaliers
2772,LAL,21-22,Lakers
203504,DAL,21-22,Mavericks
1626168,SAC,21-22,Kings
1630530,NOP,21-22,Pelicans
202684,CHI,21-22,Bulls
1628972,CHI,21-22,Bulls
1629660,OKC,21-22,Thunder
1629076,CHI,21-22,Bulls
1629788,NYK,21-22,Knicks
1629639,MIA,21-22,Heat
204020,SAS,21-22,Spurs
1630179,MEM,21-22,Grizzlies
1630169,IND,21-22,Pacers
1630178,PHI,21-22,76ers
1627820,NOP,21-22,Pelicans
1626145,MEM,21-22,Grizzlies
1628962,UTA,21-22,Jazz
2617,MIA,21-22,Heat
1630586,HOU,21-22,Rockets
1630176,WAS,21-22,Wizards
203506,MIA,21-22,Heat
1628427,DEN,21-22,Nuggets
1630249,OKC,21-22,Thunder
201961,LAL,21-22,Lakers
1627782,NYK,21-22,Knicks
1628976,ORL,21-22,Magic
1629117,LAL,21-22,Lakers
1628411,ATL,21-22,Hawks
202083,MIL,21-22,Bucks
203115,DEN,21-22,Nuggets
1626161,PHI,21-22,76ers
1626195,NOP,21-22,Pelicans
1629875,LAC,21-22,Clippers
1630270,UTA,21-22,Jazz
1630214,MEM,21-22,Grizzlies
1629139,TOR,21-22,Raptors
1630582,MEM,21-22,Grizzlies
1628380,SAS,21-22,Spurs
203897,CHI,21-22,Bulls
1630285,OKC,21-22,Thunder
1630192,DEN,21-22,Nuggets
1630533,MEM,21-22,Grizzlies
1629597,UTA,21-22,Jazz
1630639,DAL,22-23,Mavericks
1631260,MIL,22-23,Bucks
1631100,ATL,22-23,Hawks
203932,DEN,22-23,Nuggets
1628988,ATL,22-23,Hawks
1630174,IND,22-23,Pacers
1630598,OKC,22-23,Thunder
1629678,ORL,22-23,Magic
201143,BOS,22-23,Celtics
202692,DET,22-23,Pistons
1630197,OKC,22-23,Thunder
1627936,CHI,22-23,Bulls
203458,SAC,22-23,Kings
1628993,SAS,22-23,Spurs
1631214,BKN,22-23,Nets
1630578,HOU,22-23,Rockets
1629599,LAC,22-23,Clippers
203083,CHI,22-23,Bulls
2738,GSW,22-23,Warriors
1629614,IND,22-23,Pacers
203952,GSW,22-23,Warriors
1629014,POR,22-23,Blazers
203076,LAL,22-23,Lakers
1630162,MIN,22-23,Timberwolves
1630264,WAS,22-23,Wizards
1630237,GSW,22-23,Warriors
1630559,LAL,22-23,Lakers
203085,MIN,22-23,Timberwolves
1630245,CHI,22-23,Bulls
1628389,MIA,22-23,Heat
1627732,BKN,22-23,Nets
1631097,IND,22-23,Pacers
202687,PHX,22-23,Suns
201933,BOS,22-23,Celtics
1631104,SAS,22-23,Spurs
1626246,HOU,22-23,Rockets
1626171,MIL,22-23,Bucks
203992,ATL,22-23,Hawks
202711,DET,22-23,Pistons
1629626,ORL,22-23,Magic
1630538,LAC,22-23,Clippers
203078,WAS,22-23,Wizards
1630527,LAC,22-23,Clippers
1629634,MEM,22-23,Grizzlies
1627742,NOP,22-23,Pelicans
1630296,DET,22-23,Pistons
201572,MIL,22-23,Bucks
1628971,DEN,22-23,Nuggets
1628981,ATL,22-23,Hawks
1631121,CHA,22-23,Hornets
1627854,MIN,22-23,Timberwolves
1631205,DET,22-23,Pistons
1627741,IND,22-23,Pacers
203468,NOP,22-23,Pelicans
1630595,DET,22-23,Pistons
1631216,ORL,22-23,Magic
1628997,MIA,22-23,Heat
1629629,POR,22-23,Blazers
1630560,BKN,22-23,Nets
1629661,BKN,22-23,Nets
1626166,PHX,22-23,Suns
1627747,CLE,22-23,Cavaliers
1630637,CHI,22-23,Bulls
1626224,CLE,22-23,Cavaliers
1628435,POR,22-23,Blazers
1629646,SAS,22-23,Spurs
1631320,SAC,22-23,Kings
1629002,SAC,22-23,Kings
1628449,TOR,22-23,Raptors
1630537,IND,22-23,Pacers
101108,PHX,22-23,Suns
1629735,ATL,22-23,Hawks
1631128,DEN,22-23,Nuggets
1631132,TOR,22-23,Raptors
1626174,DAL,22-23,Mavericks
1629643,ORL,22-23,Magic
203991,ATL,22-23,Hawks
1629632,CHI,22-23,Bulls
1628998,CHA,22-23,Hornets
203469,MIA,22-23,Heat
1630175,ORL,22-23,Magic
1631306,LAL,22-23,Lakers
1629012,UTA,22-23,Jazz
1630557,WAS,22-23,Wizards
202709,DET,22-23,Pistons
1626156,LAL,22-23,Lakers
1630227,HOU,22-23,Rockets
1630625,TOR,22-23,Raptors
1631207,CHI,22-23,Bulls
1627745,UTA,22-23,Jazz
203081,POR,22-23,Blazers
1627814,PHX,22-23,Suns
1629655,WAS,22-23,Wizards
1628464,IND,22-23,Pacers
201980,CLE,22-23,Cavaliers
1627863,PHI,22-23,76ers
203967,OKC,22-23,Thunder
1629647,PHX,22-23,Suns
1630620,HOU,22-23,Rockets
1629636,CLE,22-23,Cavaliers
1630561,BKN,22-23,Nets
1631223,MEM,22-23,Grizzlies
1630558,SAC,22-23,Kings
202722,DAL,22-23,Mavericks
1628432,DEN,22-23,Nuggets
1630549,BKN,22-23,Nets
1628368,SAC,22-23,Kings
1629631,ATL,22-23,Hawks
1629001,PHI,22-23,76ers
201599,DEN,22-23,Nuggets
201942,CHI,22-23,Bulls
1629731,CLE,22-23,Cavaliers
1629028,PHX,22-23,Suns
1627749,ATL,22-23,Hawks
1626153,WAS,22-23,Wizards
1630166,WAS,22-23,Wizards
203471,LAL,22-23,Lakers
1628372,CHA,22-23,Hornets
1629126,SAC,22-23,Kings
1631220,NOP,22-23,Pelicans
1627884,CHI,22-23,Bulls
201565,NYK,22-23,Knicks
1628401,BOS,22-23,Celtics
1630217,MEM,22-23,Grizzlies
1626164,PHX,22-23,Suns
1630170,SAS,22-23,Spurs
1629653,WAS,22-23,Wizards
1628984,SAS,22-23,Spurs
203473,PHI,22-23,76ers
1628415,MEM,22-23,Grizzlies
